# Claims ledger, area 'mergers': the head-on merger, the spiral merger (merger or escape, plunge and collapse, the curvature wall), controls and systematics.
# Columns and rules: claims.py --help.  Extractors: extract_mergers.py (conventions in its docstring).  Anchors also cover re-quotes in the abstract, captions, GW section, Discussion and Limitations.
id	tex	num	tol	status	extractor	args	anchors	source	checked	note
clmSpiralRemnantRadius	4.15	4.15		manual			has $R=4.15$ ( || ($R=4.15$	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)' ('t = 98/99/100 (freeze arm's live exterior): R ~ 4.15, M 2.083 -> 2.079 -> 2.075, still draining 0.2 %/unit'); registry row v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700		shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger. Re-quoted in the head-on section
clmSpiralRemnantMass	2.08	2.08		manual			($M_{\rm MS}=2.08$), still || (irreducible mass $2.08$)	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		M_MS 2.083/2.079/2.075 at t = 98/99/100. The Discussion re-quotes it. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralRemnantDrain	0.2	0.2		manual			draining at $0.2\%$ per unit	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		(2.083 - 2.075)/2/2.079 = 0.19 %/unit. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger
clmSpiralOpenThroat	3.87	3.87		manual			lmFlowSlicesFirst$ and $3.87$ at $t=\clm	campaign/05_binary_spiral/horizon/horizon_oriented_scan_t58-60.txt: common neck at t = 60 on the production chain (3.878 level 3 / 3.872 level 5)		star-scan throat radius on the level-5-from-t=0 arm's t = 59.0 slice, which is not packed (the production chain's packed scans read 3.923 at t = 59 and 3.872 at t = 60); 2026-09-24: re-attributed (D2): the from-0 arm at t = 59 reads 3.921 on the same scan; the neck encloses both pits; anchors re-cut 2026-09-24 (feedback edits)
clmFlowSlicesLate	98	98		manual			ralRemnantRadius$ at $t=98$--$\clmFlow || face) the remnant at $t=98$--$\clmFlow	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		first surviving freeze-arm slice with a MOTS (Plt09700 is corrupt). shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger; anchors re-cut 2026-09-24 (feedback edits)
clmFlowSlicesEnd	100	100		manual			t=\clmFlowSlicesLate$--$100$; Sec.~\ref || t=\clmFlowSlicesLate$--$100$ has $R=\cl	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		last freeze-arm slice. shape-free flow finder (grteclyn-wrapper/scripts/validation/ah_flow_finder.py) run on level-5 plotfiles kept on the second GPU node's local scratch, never copied to NFS or packed; the finder's output is not in the pack either (also plot_spiral_collapse.FLOW_MOTS), so this cannot be recomputed from results/merger; anchors re-cut 2026-09-24 (feedback edits)
clmFlowSliceCount	seven	7		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		t = 55, 56, 57 (production chain), 59 (level 5 from t = 0), 98, 99, 100 (freeze arm); no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmFlowSlicesFirst	55	55		manual				research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED', bullet 'SLICE-HUNT VERDICT (2026-09-21 06:59 ...)'		= clmSpiralFlowBirthTime; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmFlowSliceLateTime	59	59		manual			iralFlowMassLate$ at $t=59$. On the fr	research/merger/GPU_PLAN.md, heading '### R0 VERDICT (2026-09-21, ~07:20) — THE SPIRAL HAS A COMMON HORIZON; THE WALL IS CENSORED, NOT NAKED'		= clmSpiralFlowTimeLate; anchors re-cut 2026-09-24 (feedback edits)
clmMouthScanEnd	50	50		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "t_end"}	scans, which end at $t=50$ (merger) a	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		the instrumented re-run's scan ends at 50.01; the Limitations re-quote it; anchors re-cut 2026-09-24 (feedback edits)
clmMouthTauMerger	3.70	3.70		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "tau"}	$\tau=3.70$ (merger) || has $\tau=3.70$, against || and $3.70$ (merger;	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat; plot_mouth_growth.py		e-fold of R/R0 - 1 over t = 8-25: 3.703; also quoted in the detector/discussion sections (merged from clmDetTauMerger, 2026-09-24)
clmMouthTauFlyby	4.39	4.39		auto	mergers_mouth	{"run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "what": "tau"}	and $4.39$ (fly-by). || against $4.39$ in the fly-by || runs at $\tau=4.39$ (fly-by)	campaign/06_binary_flyby/p045/merge_orbit_flip_d12_p045_L128_lvl5_t100/horizon_scan.dat; plot_mouth_growth.py		4.392 (Discussion re-quotes both taus); also quoted in the detector/discussion sections (merged from clmDetTauFlyby, 2026-09-24)
clmMouthTwinAgreement	2\times10^{-4}	2e-4		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "asym"}	twin agrees to $2\times10^{-4}$ || mouths agree to $2\times10^{-4}$	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		max |R_A - R_B| = 2.27e-4 (absolute; 5e-5 relative)
clmMouthRadiusStart	4.2385	4.2385		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "R0"}	growing $4.2385\to	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat, t = 0		
clmMouthRadiusSplit	4.7567	4.7567		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "R_split"}	\to4.7567$ (	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat, t = 28		
clmMouthGrowth	+12.2	12.2		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "growth"}	($+12.2\%$)	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		12.22 %
clmMouthSplitTime	28	28		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "t_split"}	by $t=28$, the last	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		last row with 2 r_min < d
clmMouthSeparationStart	11.9	11.9		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "sep0"}	closes $11.9\to	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat (scan centres)		11.94
clmMouthSeparationSplit	3.6	3.6		auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "sep_split"}	\to3.6$ (Fig	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		3.61 at t = 28
clmMouthTauAgreement	19	19		auto	expr	{"formula": "100*(f/m-1)", "f": {"fn": "mergers_mouth", "run": "merge_orbit_flip_d12_p045_L128_lvl5_t100", "what": "tau"}, "m": {"fn": "mergers_mouth", "run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "tau"}}	agree to $19\%$---	plot_mouth_growth.py on both arms		4.392/3.703 - 1 = 18.6 %
clmMouthTenth	a tenth	0.1	abs:0.025	auto	mergers_mouth	{"run": "v2_spiral_d12_p012_L128_lvl3_t050_mouths", "what": "fraction"}	already a tenth larger	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl3_t050_mouths/horizon_scan.dat		the last per-mouth reading, +12.2 % at t = 28 (0.122)
clmSpiralRestartTime	36	36		def	mergers_restart_time	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}	ough the plunge; the $t=36$ checkpoint || history: level 3 to $t=36$, level 5 t || rted at level 5 from $t=36$; a truncat || $ on $L=128$ ($t_0=0$, $36$) and $\clm	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/evolution_params.txt (amr.restart ...Chk03600)		anchors re-cut 2026-09-24 (feedback edits)
clmSpiralDeath	60.45	60.45		auto	mergers_death_time	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600"}	he curvature wall at $t=60.45$ (Sec.~\ref || vel 5 to the wall at $t=60.45$ (cross), a || romZeroDeath$, against $60.45$ for the pr || iralFromZeroDeath$ and $60.45$ on $L=128$	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/run_tail.log		60.445; printed 60.45 in the wall section, the ladder caption and (since 2026-09-24) the collapse caption; anchors re-cut 2026-09-24 (feedback edits)
clmSpiralSpikeStart	49.1	49.1		auto	mergers_profile	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "what": "spike_start"}	from $t=49.1$, before	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/core_radial_profile.dat.gz		49.09 (plot_spiral_collapse)
clmSpiralAnatomyFirst	36.0	36.0		auto	mergers_profile	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "what": "first"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/core_radial_profile.dat.gz		2026-09-24 FINDINGS fix: the profile's own first time is 36.01; the figure labels it 36.0; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmSpiralAnatomyLast	60.4	60.4		auto	mergers_profile	{"run": "v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600", "what": "last"}		campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t150_prof_r03600/core_radial_profile.dat.gz		60.44; no longer quoted in research.tex (2026-09-24 feedback edits); row kept for provenance
clmLadderRestartTime	50	50		def	mergers_restart_time	{"run": "ladder_L5_r05000"}	from one $t=50$ checkpoint || from one $t=50$ state || ($t_0=50$);	campaign/05_binary_spiral/p012_ladder/ladder_L5_r05000/evolution_params.txt (amr.restart ...Chk05000)		levels 4-7 restart the same Chk05000; the level-3 rung is r03000, which ran through t = 50 itself (refinement_ladder.dat)
clmGaugeEtaRestartTime	50	50		def	mergers_restart_time	{"run": "merge_twin_p012_eta4_lvl5_t066_r05000"}	level 5 from $t=50$ dies || ($t_0=50$,	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r05000/evolution_params.txt (restart of the eta-4 level-3 arm's Chk05000)		
clmLadderLevelLow	3	3		def	param	{"run": "merge_orbit_flip_d12_r03000", "key": "max_level"}	maximum levels $3$--	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/evolution_params.txt		
clmLadderLevelHigh	7	7		def	param	{"run": "ladder_L7_r05000", "key": "max_level"}	--$7$, every arm	campaign/05_binary_spiral/p012_ladder/ladder_L7_r05000/evolution_params.txt		
clmLadderGainOne	+1.03	1.03		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L4_r05000"}, "a": {"fn": "mergers_death_time", "run": "merge_orbit_flip_d12_r03000"}}	saturate: $+1.03$,	run_tail.log of the ladder arms (refinement_ladder.dat)		53.0956 - 52.0675
clmLadderGainTwo	+2.51	2.51		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L5_r05000"}, "a": {"fn": "mergers_death_time", "run": "ladder_L4_r05000"}}	, $+2.51$,	run_tail.log of the ladder arms		55.6038 - 53.0956
clmLadderGainThree	+0.53	0.53		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L6_r05000"}, "a": {"fn": "mergers_death_time", "run": "ladder_L5_r05000"}}	, $+0.53$,	run_tail.log of the ladder arms		56.1348 - 55.6038
clmLadderGainFour	+0.06	0.06		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L7_r05000"}, "a": {"fn": "mergers_death_time", "run": "ladder_L6_r05000"}}	$+0.06$ units (Fig	run_tail.log of the ladder arms		56.1988 - 56.1348
clmLadderFactorWord	Sixteen	16		def	mergers_level_factor	{"lo": "merge_orbit_flip_d12_r03000", "hi": "ladder_L7_r05000"}	Sixteen times the resolution	max_level of the level-3 and level-7 rungs		2^(7-3)
clmLadderFactor	16	16		def	mergers_level_factor	{"lo": "merge_orbit_flip_d12_r03000", "hi": "ladder_L7_r05000"}	survives a $16\times$ refinement	max_level of the level-3 and level-7 rungs		the abstract's form of clmLadderFactorWord
clmLadderTotalGain	4.13	4.13		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L7_r05000"}, "a": {"fn": "mergers_death_time", "run": "merge_orbit_flip_d12_r03000"}}	buys $4.13$ units	run_tail.log of the ladder arms		56.1988 - 52.0675
clmLadderHalfStepGain	+0.36	0.36		auto	expr	{"formula": "b-a", "b": {"fn": "mergers_death_time", "run": "ladder_L5_halfstep_r05000"}, "a": {"fn": "mergers_death_time", "run": "ladder_L5_r05000"}}	buys $+0.36$, most	run_tail.log of the ladder arms		55.9614 - 55.6038
clmSpiralFromZeroDeath	59.94	59.94		auto	mergers_death_time	{"run": "v2_spiral_d12_p012_L128_lvl5from0_t100"}	from $t=0$ dies at $59.94$, || standard gauge $59.94$ and	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5from0_t100/run_tail.log		59.943
clmSpiralFromZeroDeathShort	59.9	59.9		auto	mergers_death_time	{"run": "v2_spiral_d12_p012_L128_lvl5from0_t100"}	at its wall ($t=59.9$, dashed rule)	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5from0_t100/run_tail.log		the scalar_censorship caption's form of the 59.943 death
clmFreezeEnd	100	100		auto	mergers_end_time	{"run": "v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700"}	terior evolves on to $t=100$. The freez || ries the exterior to $t=100$.	campaign/05_binary_spiral/p012_paper/v2_spiral_d12_p012_L128_lvl5_t100_freeze_r05700/run_tail.log		last ADVANCE 99.99969, no NaN; anchors re-cut 2026-09-24 (feedback edits)
clmHeadonWallLead	4.9	4.9		auto	expr	{"formula": "d-m", "d": {"fn": "mergers_death_time", "run": "merge_headon_flip_d8_v1_t100"}, "m": {"fn": "first", "run": "merge_headon_flip_d8_v1_t100", "file": "horizon_offline_scan.dat", "col": "time"}}	death by $4.9$ units	campaign/04_binary_headon/merge_headon_flip_d8_v1_t100/run_tail.log and horizon_offline_scan.dat		26.9125 - 22.0
clmGaugeHalvedDeath	43.6	43.6		auto	mergers_death_time	{"run": "merge_twin_p012_lc1_t060"}	dies at $t=43.6$ with || Level 3: $t=43.6$,	campaign/05_binary_spiral/p012/merge_twin_p012_lc1_t060/run_tail.log		43.649 (K NaN)
clmGaugeHarmonicDeath	49.0	49.0		auto	mergers_death_time	{"run": "merge_twin_p012_lp2_t060"}	$49.0$ with the harmonic-class || , $49.0$,	campaign/05_binary_spiral/p012/merge_twin_p012_lp2_t060/run_tail.log		49.029
clmGaugeStandardDeath	52.1	52.1		auto	mergers_death_time	{"run": "merge_orbit_flip_d12_r03000"}	$52.1$ in the standard gauge || , $52.1$,	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/run_tail.log		52.0675
clmGaugeEtaDeath	61.9	61.9		auto	mergers_death_time	{"run": "merge_twin_p012_eta4_t100"}	and $61.9$ with the shift || , $61.9$. Level 5	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100/run_tail.log		61.916
clmGaugeEta	4	4		def	param	{"run": "merge_twin_p012_eta4_t100", "key": "eta"}	\to4$, which || ($\eta=4$), and trapping || the $\eta=4$ arm holds || the $\eta=4$ arm restarted || ; $\eta=4$,	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100/evolution_params.txt (and campaign/04_binary_headon/merge_headon_flip_d8_eta4_t050, the eta-4 level-5 arms)		eta = 1 is the campaign default (ledger_single clmShiftEta)
clmGaugeDelay	10	10	abs:1	auto	expr	{"formula": "((a-b)+(c-d)+(e-f))/3", "a": {"fn": "mergers_tracker_merge_time", "run": "merge_twin_p012_eta4_t100"}, "b": {"fn": "mergers_tracker_merge_time", "run": "merge_orbit_flip_d12_r03000"}, "c": {"fn": "mergers_first_time", "run": "merge_twin_p012_eta4_t100", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}, "d": {"fn": "mergers_first_time", "run": "merge_orbit_flip_d12_r03000", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}, "e": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_t100"}, "f": {"fn": "mergers_death_time", "run": "merge_orbit_flip_d12_r03000"}}	by ${\sim}10$ units	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100 vs campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000		mean of the three delays: coalescence 9.64, chi floor 10.69, death 9.85. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmGaugeEtaCoalescence	41.7	41.7		auto	mergers_tracker_merge_time	{"run": "merge_twin_p012_eta4_t100"}	g the two centres at $t=41.7$ against $\	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100/throat_track.dat		41.70; anchors re-cut 2026-09-24 (feedback edits)
clmGaugeStandardCoalescence	32.1	32.1		auto	mergers_tracker_merge_time	{"run": "merge_orbit_flip_d12_r03000"}	against $32.1$, $\chi$	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/throat_track.dat		32.06 (merge_twin_p012_plain_t100 from t = 0: 32.05)
clmGaugeEtaChiFloor	55.6	55.6		auto	mergers_first_time	{"run": "merge_twin_p012_eta4_t100", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}	floor at $55.6$ against	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100/collapse_diagnostics.dat		first min chi on the 1e-8 clamp: 55.60
clmGaugeStandardChiFloor	44.9	44.9		auto	mergers_first_time	{"run": "merge_orbit_flip_d12_r03000", "file": "collapse_diagnostics.dat", "col": "min_chi", "op": "<=", "threshold": 1.0001e-08}	against $44.9$)	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/collapse_diagnostics.dat		44.91
clmHeadonHarmonicDeath	25.2	25.2		auto	mergers_death_time	{"run": "merge_headon_flip_d8_lp2_t030"}	deaths at $25.2$ (harmonic)	campaign/04_binary_headon/merge_headon_flip_d8_lp2_t030/run_tail.log		25.225
clmHeadonStandardDeath	26.9	26.9		auto	mergers_death_time	{"run": "merge_headon_flip_d8_v1_t100"}	$26.9$ (standard)	campaign/04_binary_headon/merge_headon_flip_d8_v1_t100/run_tail.log		26.9125 (= clmHeadonScoutDeath)
clmHeadonEtaDeath	34.2	34.2		auto	mergers_death_time	{"run": "merge_headon_flip_d8_eta4_t050"}	and $34.2$ ($\eta	campaign/04_binary_headon/merge_headon_flip_d8_eta4_t050/run_tail.log		34.151
clmHeadonHarmonicMotsTime	20.8	20.8		auto	mergers_mots_first	{"run": "merge_headon_flip_d8_lp2_t030"}	appears at $t=20.8$ with	campaign/04_binary_headon/merge_headon_flip_d8_lp2_t030/horizon_scan.dat (live oriented scan, centre C)		
clmHeadonHarmonicMotsRadius	5.47	5.47		auto	mergers_mots_first	{"run": "merge_headon_flip_d8_lp2_t030", "col": "R_mots"}	with $R=5.47$ against	campaign/04_binary_headon/merge_headon_flip_d8_lp2_t030/horizon_scan.dat		5.465
clmHeadonStandardMotsRadius	5.40	5.40		auto	mergers_mots_first	{"run": "merge_headon_flip_d8_v1_t100", "col": "R_mots"}	the standard $5.40$---	campaign/04_binary_headon/merge_headon_flip_d8_v1_t100/horizon_scan.dat (live scan, first MOTS row t = 22)		5.402 on the scout's LIVE scan; its offline fine scan reads 5.56 at the same t = 22 (clmHeadonMotsRadius)
clmHeadonHarmonicLead	4.4	4.4		auto	expr	{"formula": "d-m", "d": {"fn": "mergers_death_time", "run": "merge_headon_flip_d8_lp2_t030"}, "m": {"fn": "mergers_mots_first", "run": "merge_headon_flip_d8_lp2_t030"}}	clock, $4.4$ units ahead	campaign/04_binary_headon/merge_headon_flip_d8_lp2_t030/run_tail.log and horizon_scan.dat		25.225 - 20.8
clmHeadonEtaTrapped	30.8	30.8		auto	mergers_mots_first	{"run": "merge_headon_flip_d8_eta4_t050", "trapped": true}	pit from $t=30.8$,	campaign/04_binary_headon/merge_headon_flip_d8_eta4_t050/horizon_scan.dat		first row with fully trapped spheres (no MOTS row ever)
clmGaugeEtaLevelFiveDeath	60.04	60.04		auto	mergers_death_time	{"run": "merge_twin_p012_eta4_lvl5_t066_r05000"}	dies at $60.04$, || $60.04$ and	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r05000/run_tail.log		60.04125, the last ADVANCE before the h11 NaN. Primary since 2026-09-25: the pack now holds the full log (the 09-24 repack), so the death is read from run_tail.log instead of the transcribed wall_clocks.dat row
clmGaugeEtaLevelFiveGap	1.9	1.9		auto	expr	{"formula": "a-b", "a": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_t100"}, "b": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_lvl5_t066_r05000"}}	$1.9$ units \emph{before}	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100/run_tail.log and campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r05000/run_tail.log		61.916 - 60.041 = 1.875
clmGaugeEtaRestartSixty	60	60		def	mergers_restart_time	{"run": "merge_twin_p012_eta4_lvl5_t066_r06000"}	restart at $t=60$ fails || $60$).	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r06000/evolution_params.txt (amr.restart ...Chk06000)		
clmGaugeEtaRestartSixtyDeath	60.05	60.05		auto	mergers_death_time	{"run": "merge_twin_p012_eta4_lvl5_t066_r06000"}	at once, at $60.05$) || and $60.05$ ($t_0	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r06000/run_tail.log		60.0547
clmGaugeStandardLevelFiveDeath	55.60	55.60		auto	mergers_death_time	{"run": "ladder_L5_r05000"}	dies at $55.60$---a || and $55.60$ on $L=64$	campaign/05_binary_spiral/p012_ladder/ladder_L5_r05000/run_tail.log		55.6038
clmGaugeLevelFiveSpread	4	4	abs:1	auto	expr	{"formula": "a-b", "a": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_lvl5_t066_r05000"}, "b": {"fn": "mergers_death_time", "run": "ladder_L5_r05000"}}	separation of ${\sim}4$ units	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_lvl5_t066_r05000/run_tail.log and campaign/05_binary_spiral/p012_ladder/ladder_L5_r05000/run_tail.log		60.041 - 55.604 = 4.44. approximate (~ / \approx in the text): tolerance one unit of the last printed digit.
clmGaugeLevelThreeSpread	9.8	9.8		auto	expr	{"formula": "a-b", "a": {"fn": "mergers_death_time", "run": "merge_twin_p012_eta4_t100"}, "b": {"fn": "mergers_death_time", "run": "merge_orbit_flip_d12_r03000"}}	against $9.8$ at level 3	campaign/05_binary_spiral/p012/merge_twin_p012_eta4_t100 and campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000 run_tail.log		61.916 - 52.0675 = 9.85
clmMouthFitStart	8	8		def	mergers_figure_constant	{"module": "plot_mouth_growth", "name": "FIT", "index": 0}	fits over $t=8$-- || Fitted over $t=8$--	grteclyn-wrapper/src/grteclyn_wrapper/visualisation/wormhole_merger/plot_mouth_growth.py FIT		the shared fit window (both arms' scan spheres still disjoint); read back from the figure script, which clmMouthTauMerger/clmMouthTauFlyby use
clmMouthFitEnd	25	25		def	mergers_figure_constant	{"module": "plot_mouth_growth", "name": "FIT", "index": 1}	--$25$ (gold) || --$25$, the growth	plot_mouth_growth.py FIT		as clmMouthFitStart
clmSpiralEdgeThreshold	0.2	0.2		def	mergers_figure_constant	{"module": "plot_spiral_collapse", "name": "EDGE_K"}	e is flat), of its $|K|>0.2$ edge (dash	plot_spiral_collapse.py EDGE_K		the |K| level that defines the disturbance's outer edge in panel (f); anchors re-cut 2026-09-24 (feedback edits)
clmGaugeLapseCoeff	2	2		def	param	{"run": "merge_orbit_flip_d12_r03000", "key": "lapse_coeff"}	gauge is $c=2$,	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/evolution_params.txt (lapse_coeff)		the standard gauge's 1+log coefficient; the halved-coefficient arm merge_twin_p012_lc1_t060 has 1
clmGaugeLapsePower	1	1		def	param	{"run": "merge_orbit_flip_d12_r03000", "key": "lapse_power"}	$p=1$, $\eta	campaign/05_binary_spiral/p012/merge_orbit_flip_d12_r03000/evolution_params.txt (lapse_power)		the harmonic-class arm merge_twin_p012_lp2_t060 has 2; eta = 1 in the same list is ledger_single's clmShiftEta
clmControlChiDigits	four	4		auto	mergers_twin_digits	{"a": "single_hold_t100", "b": "single_hold_chireg_t100", "t": 100}	re-converge to four digits	campaign/01_single_throat/hold/single_hold_t100 vs campaign/01_single_throat/hold/single_hold_chireg_t100: collapse_diagnostics.dat, constraint_norms.dat		the chi-clamp twins (min_chi 1e-8 vs 1e-20) at t = 100: worst relative difference 2.7e-5 (max|K|), floor(-log10) = 4; lapse, chi and both norms agree to 1e-8 (registry: 'equal to 4 digits at t = 100')
